name,annee,value,category,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Trafic,nb_lignes,date
 SEVRES-LECOURBE , 2016 , 9120 , 6 ,  ,  ,  ,  , 1957206 , 1 , 2016-01-01 
 SIMPLON , 2016 , 7014 , 4 ,  ,  ,  ,  , 2366858 , 1 , 2016-01-01 
 SOLFERINO , 2016 , 13535 , 12 ,  ,  ,  ,  , 2073832 , 1 , 2016-01-01 
 STALINGRAD , 2016 , 7471 , 2 , 5 , 7 ,  ,  , 6891050 , 3 , 2016-01-01 
 STRASBOURG-SAINT-DENIS , 2016 , 8749 , 4 , 8 , 9 ,  ,  , 9524965 , 3 , 2016-01-01 
 SULLY-MORLAND , 2016 , 12121 , 7 ,  ,  ,  ,  , 1502672 , 1 , 2016-01-01 
 TELEGRAPHE , 2016 , 6031 , 11 ,  ,  ,  ,  , 1823734 , 1 , 2016-01-01 
 TEMPLE , 2016 , 9234 , 3 ,  ,  ,  ,  , 1194283 , 1 , 2016-01-01 
 TERNES , 2016 , 9144 , 2 ,  ,  ,  ,  , 3329214 , 1 , 2016-01-01 
 TOLBIAC , 2016 , 7350 , 7 ,  ,  ,  ,  , 3191066 , 1 , 2016-01-01 
 TRINITE-D'ESTIENNE  D'ORVES , 2016 , 8525 , 12 ,  ,  ,  ,  , 1876512 , 1 , 2016-01-01 
 TROCADERO , 2016 , 9648 , 6 , 9 ,  ,  ,  , 9327124 , 2 , 2016-01-01 
 TUILERIES , 2016 , 10929 , 1 ,  ,  ,  ,  , 2614837 , 1 , 2016-01-01 
 VANEAU , 2016 , 11299 , 10 ,  ,  ,  ,  , 1028480 , 1 , 2016-01-01 
 VARENNE , 2016 , 12907 , 13 ,  ,  ,  ,  , 1241311 , 1 , 2016-01-01 
 VAUGIRARD  (ADOLPHE  CHERIOU) , 2016 , 8523 , 12 ,  ,  ,  ,  , 3445009 , 1 , 2016-01-01 
 VAVIN , 2016 , 12055 , 4 ,  ,  ,  ,  , 2021987 , 1 , 2016-01-01 
 VICTOR  HUGO , 2016 , 9521 , 2 ,  ,  ,  ,  , 3841033 , 1 , 2016-01-01 
 VILLIERS , 2016 , 8793 , 2 , 3 ,  ,  ,  , 5667552 , 2 , 2016-01-01 
 VOLONTAIRES , 2016 , 8651 , 12 ,  ,  ,  ,  , 2362771 , 1 , 2016-01-01 
 VOLTAIRE  (LEON  BLUM) , 2016 , 8103 , 9 ,  ,  ,  ,  , 4975145 , 1 , 2016-01-01 
 WAGRAM , 2016 , 8599 , 3 ,  ,  ,  ,  , 2386255 , 1 , 2016-01-01 
 ABBESSES , 2017 , 9700 , 12 ,  ,  ,  ,  , 2349588 , 1 , 2017-01-01 
 ALESIA , 2017 , 8835 , 4 ,  ,  ,  ,  , 4764374 , 1 , 2017-01-01 
 ALEXANDRE  DUMAS , 2017 , 8104 , 2 ,  ,  ,  ,  , 3439879 , 1 , 2017-01-01 
 ALMA-MARCEAU , 2017 , 12581 , 9 ,  ,  ,  ,  , 4382709 , 1 , 2017-01-01 
 ANVERS , 2017 , 9029 , 2 ,  ,  ,  ,  , 5643147 , 1 , 2017-01-01 
 ARGENTINE , 2017 , 10018 , 1 ,  ,  ,  ,  , 3026210 , 1 , 2017-01-01 
 ARTS  ET  METIERS , 2017 , 10172 , 3 , 11 ,  ,  ,  , 4011632 , 2 , 2017-01-01 
 ASSEMBLEE  NATIONALE , 2017 , 15323 , 12 ,  ,  ,  ,  , 1063551 , 1 , 2017-01-01 
 AUSTERLITZ , 2017 , 9967 , 5 , 10 ,  ,  ,  , 9887549 , 2 , 2017-01-01 
 AVENUE  EMILE  ZOLA , 2017 , 9433 , 10 ,  ,  ,  ,  , 1479759 , 1 , 2017-01-01 
 AVRON , 2017 , 7982 , 2 ,  ,  ,  ,  , 1871024 , 1 , 2017-01-01 
 BALARD , 2017 , 8459 , 8 ,  ,  ,  ,  , 5626040 , 1 , 2017-01-01 
 BARBES-ROCHECHOUART , 2017 , 7824 , 2 , 4 ,  ,  ,  , 7974496 , 2 , 2017-01-01 
 BASTILLE , 2017 , 10632 , 1 , 5 , 8 ,  ,  , 13151192 , 3 , 2017-01-01 
 BEL-AIR , 2017 , 7868 , 6 ,  ,  ,  ,  , 2247926 , 1 , 2017-01-01 
 BELLEVILLE , 2017 , 7846 , 2 , 11 ,  ,  ,  , 10735544 , 2 , 2017-01-01 
 BERCY , 2017 , 7758 , 6 , 14 ,  ,  ,  , 6311543 , 2 , 2017-01-01 
 BIBLIOTHEQUE  FRANCOIS  MITTERRAND , 2017 , 8191 , 14 ,  ,  ,  ,  , 19754334 , 1 , 2017-01-01 
 BIR-HAKEIM  (GRENELLE) , 2017 , 9293 , 6 ,  ,  ,  ,  , 6903648 , 1 , 2017-01-01 
 BLANCHE , 2017 , 9681 , 2 ,  ,  ,  ,  , 3893362 , 1 , 2017-01-01 
 BOISSIERE , 2017 , 10105 , 6 ,  ,  ,  ,  , 1919511 , 1 , 2017-01-01 
 BOLIVAR , 2017 , 7754 , 7bis ,  ,  ,  ,  , 546780 , 1 , 2017-01-01 
 BONNE  NOUVELLE , 2017 , 9253 , 8 , 9 ,  ,  ,  , 4583027 , 2 , 2017-01-01 
 BOTZARIS , 2017 , 7413 , 7bis ,  ,  ,  ,  , 993450 , 1 , 2017-01-01 
 BOUCICAUT , 2017 , 8518 , 8 ,  ,  ,  ,  , 3152108 , 1 , 2017-01-01 
 BOURSE , 2017 , 10645 , 3 ,  ,  ,  ,  , 3386481 , 1 , 2017-01-01 
 BREGUET-SABIN , 2017 , 8985 , 5 ,  ,  ,  ,  , 1791352 , 1 , 2017-01-01 
 BROCHANT , 2017 , 8138 , 13 ,  ,  ,  ,  , 2984525 , 1 , 2017-01-01 
 BUTTES-CHAUMONT , 2017 , 7460 , 7bis ,  ,  ,  ,  , 545750 , 1 , 2017-01-01 
 BUZENVAL , 2017 , 7683 , 9 ,  ,  ,  ,  , 1941769 , 1 , 2017-01-01 
 CADET , 2017 , 9365 , 7 ,  ,  ,  ,  , 3042484 , 1 , 2017-01-01 
 CAMBRONNE , 2017 , 9794 , 6 ,  ,  ,  ,  , 2524418 , 1 , 2017-01-01 
 CAMPO-FORMIO , 2017 , 8757 , 5 ,  ,  ,  ,  , 1335450 , 1 , 2017-01-01 
 CARDINAL-LEMOINE , 2017 , 11354 , 10 ,  ,  ,  ,  , 1663781 , 1 , 2017-01-01 
 CENSIER-DAUBENTON , 2017 , 10126 , 7 ,  ,  ,  ,  , 3385284 , 1 , 2017-01-01 
 CHAMPS-ELYSEES-CLEMENCEAU , 2017 , 15173 , 1 , 13 ,  ,  ,  , 4006171 , 2 , 2017-01-01 
 CHARDON-LAGACHE , 2017 , 8631 , 10 ,  ,  ,  ,  , 692665 , 1 , 2017-01-01 
 CHARLES  DE  GAULLE  ETOILE , 2017 , 10426 , 1 , 2 , 6 ,  ,  , 7296559 , 3 , 2017-01-01 
 CHARLES  MICHELS , 2017 , 8743 , 10 ,  ,  ,  ,  , 4601730 , 1 , 2017-01-01 
 CHARONNE , 2017 , 8616 , 9 ,  ,  ,  ,  , 3652338 , 1 , 2017-01-01 
 CHATEAU  D'EAU , 2017 , 8788 , 4 ,  ,  ,  ,  , 3878260 , 1 , 2017-01-01 
 CHATEAU  ROUGE , 2017 , 7444 , 4 ,  ,  ,  ,  , 7306788 , 1 , 2017-01-01 
 CHATEAU-LANDON , 2017 , 7923 , 7 ,  ,  ,  ,  , 1759434 , 1 , 2017-01-01 
 CHATELET , 2017 , 13241 , 1 , 4 , 7 , 11 , 14 , 10766712 , 5 , 2017-01-01 
 CHAUSSEE  D'ANTIN  (LA  FAYETTE) , 2017 , 10129 , 7 , 9 ,  ,  ,  , 7312371 , 2 , 2017-01-01 
 CHEMIN  VERT , 2017 , 9332 , 8 ,  ,  ,  ,  , 1527533 , 1 , 2017-01-01 
 CHEVALERET , 2017 , 7991 , 6 ,  ,  ,  ,  , 3426306 , 1 , 2017-01-01 
 CITE , 2017 , 14376 , 4 ,  ,  ,  ,  , 1740572 , 1 , 2017-01-01 
 CLUNY-LA-SORBONNE , 2017 , 13041 , 10 ,  ,  ,  ,  , 2232036 , 1 , 2017-01-01 
 COLONEL  FABIEN , 2017 , 7749 , 2 ,  ,  ,  ,  , 4511921 , 1 , 2017-01-01 
 COMMERCE , 2017 , 9000 , 8 ,  ,  ,  ,  , 2864592 , 1 , 2017-01-01 
 CONCORDE , 2017 , 12774 , 1 , 8 , 12 ,  ,  , 6115023 , 3 , 2017-01-01 
 CONVENTION , 2017 , 8386 , 12 ,  ,  ,  ,  , 5275717 , 1 , 2017-01-01 
 CORENTIN  CARIOU , 2017 , 6615 , 7 ,  ,  ,  ,  , 2766678 , 1 , 2017-01-01 
 CORVISART , 2017 , 8299 , 6 ,  ,  ,  ,  , 2512122 , 1 , 2017-01-01 
 COUR  SAINT-EMILION , 2017 , 7380 , 14 ,  ,  ,  ,  , 6043808 , 1 , 2017-01-01 
 COURCELLES , 2017 , 10385 , 2 ,  ,  ,  ,  , 2557929 , 1 , 2017-01-01 
 COURONNES , 2017 , 7922 , 2 ,  ,  ,  ,  , 2897777 , 1 , 2017-01-01 
 CRIMEE , 2017 , 6509 , 7 ,  ,  ,  ,  , 5431969 , 1 , 2017-01-01 
 DANUBE , 2017 , 7064 , 7bis ,  ,  ,  ,  , 547896 , 1 , 2017-01-01 
 DAUMESNIL , 2017 , 7748 , 6 , 8 ,  ,  ,  , 4954004 , 2 , 2017-01-01 
 DENFERT-ROCHEREAU , 2017 , 7946 , 4 , 6 ,  ,  ,  , 3911586 , 2 , 2017-01-01 
 DUGOMMIER , 2017 , 7660 , 6 ,  ,  ,  ,  , 2579556 , 1 , 2017-01-01 
 DUPLEIX , 2017 , 9576 , 6 ,  ,  ,  ,  , 3221871 , 1 , 2017-01-01 
 DUROC , 2017 , 10804 , 10 , 13 ,  ,  ,  , 3596220 , 2 , 2017-01-01 
 ECOLE  MILITAIRE , 2017 , 11823 , 8 ,  ,  ,  ,  , 4468169 , 1 , 2017-01-01 
 EDGAR  QUINET , 2017 , 8616 , 6 ,  ,  ,  ,  , 2142333 , 1 , 2017-01-01 
 EGLISE  D'AUTEUIL , 2017 , 8756 , 10 ,  ,  ,  ,  , 169939 , 1 , 2017-01-01 
 ETIENNE-MARCEL , 2017 , 10292 , 4 ,  ,  ,  ,  , 2676549 , 1 , 2017-01-01 
 EUROPE , 2017 , 10768 , 3 ,  ,  ,  ,  , 1618088 , 1 , 2017-01-01 
 EXELMANS , 2017 , 8514 , 9 ,  ,  ,  ,  , 2102492 , 1 , 2017-01-01 
 FAIDHERBE-CHALIGNY , 2017 , 8649 , 8 ,  ,  ,  ,  , 3032239 , 1 , 2017-01-01 
 FALGUIERE , 2017 , 10452 , 12 ,  ,  ,  ,  , 881763 , 1 , 2017-01-01 
 FELIX  FAURE , 2017 , 8885 , 8 ,  ,  ,  ,  , 1744774 , 1 , 2017-01-01 
 FILLES  DU  CALVAIRE , 2017 , 10448 , 8 ,  ,  ,  ,  , 1606192 , 1 , 2017-01-01 
 FRANKLIN-D.ROOSEVELT , 2017 , 14292 , 1 , 9 ,  ,  ,  , 9545487 , 2 , 2017-01-01 
 GAITE , 2017 , 8031 , 13 ,  ,  ,  ,  , 2713799 , 1 , 2017-01-01 
 GAMBETTA , 2017 , 7631 , 3 , 3bis ,  ,  ,  , 6798910 , 2 , 2017-01-01 
 GARE  DE  L'EST , 2017 , 8572 , 4 , 5 , 7 ,  ,  , 22443106 , 3 , 2017-01-01 
 GARE  DE  LYON , 2017 , 8202 , 1 , 14 , A ,  ,  , 36512570 , 3 , 2017-01-01 
 GARE  DU  NORD , 2017 , 8084 , 4 , 5 ,  ,  ,  , 51141374 , 2 , 2017-01-01 
 GEORGE  V , 2017 , 11729 , 1 ,  ,  ,  ,  , 6643262 , 1 , 2017-01-01 
 GLACIERE , 2017 , 8440 , 6 ,  ,  ,  ,  , 4498939 , 1 , 2017-01-01 
 GONCOURT  (HOPITAL  SAINT-LOUIS) , 2017 , 8618 , 11 ,  ,  ,  ,  , 2192190 , 1 , 2017-01-01 
 GRANDS  BOULEVARDS  (RUE  MONTMARTRE) , 2017 , 9617 , 8 , 9 ,  ,  ,  , 6807424 , 2 , 2017-01-01 
 GUY  MOQUET , 2017 , 7856 , 13 ,  ,  ,  ,  , 4004960 , 1 , 2017-01-01 
 HAVRE-CAUMARTIN , 2017 , 10744 , 3 , 9 ,  ,  ,  , 8277127 , 2 , 2017-01-01 
 HOCHE , 2017 , 4745 ,  ,  ,  ,  ,  ,  , 1 , 2017-01-01 
 HOTEL  DE  VILLE , 2017 , 12732 , 1 , 11 ,  ,  ,  , 12307363 , 2 , 2017-01-01 
 IENA , 2017 , 10717 , 9 ,  ,  ,  ,  , 2646049 , 1 , 2017-01-01 
 INVALIDES , 2017 , 13390 , 8 , 13 ,  ,  ,  , 6540934 , 2 , 2017-01-01 
 JACQUES  BONSERGENT , 2017 , 9353 , 5 ,  ,  ,  ,  , 2477876 , 1 , 2017-01-01 
 JASMIN , 2017 , 9127 , 9 ,  ,  ,  ,  , 1935764 , 1 , 2017-01-01 
 JAURES , 2017 , 7371 , 2 , 5 , 7bis ,  ,  , 5836196 , 3 , 2017-01-01 
 JAVEL , 2017 , 8556 , 10 ,  ,  ,  ,  , 2969444 , 1 , 2017-01-01 
 JOURDAIN , 2017 , 7680 , 11 ,  ,  ,  ,  , 3029314 , 1 , 2017-01-01 
 JULES  JOFFRIN , 2017 , 8007 , 12 ,  ,  ,  ,  , 4034229 , 1 , 2017-01-01 
 JUSSIEU , 2017 , 11021 , 7 , 10 ,  ,  ,  , 4328012 , 2 , 2017-01-01 
 KLEBER , 2017 , 11231 , 6 ,  ,  ,  ,  , 1253324 , 1 , 2017-01-01 
 LA  CHAPELLE , 2017 , 6722 , 2 ,  ,  ,  ,  , 6534340 , 1 , 2017-01-01 
 LA  FOURCHE , 2017 , 8540 , 13 ,  ,  ,  ,  , 2563103 , 1 , 2017-01-01 
 LA  MOTTE-PICQUET-GRENELLE , 2017 , 9839 , 6 , 8 , 10 ,  ,  , 7958383 , 3 , 2017-01-01 
 LA  MUETTE , 2017 , 9707 , 9 ,  ,  ,  ,  , 3991922 , 1 , 2017-01-01 
 LA  TOUR  MAUBOURG , 2017 , 11878 , 8 ,  ,  ,  ,  , 2139593 , 1 , 2017-01-01 
 LAMARCK-CAULAINCOURT , 2017 , 9259 , 12 ,  ,  ,  ,  , 2704202 , 1 , 2017-01-01 
 LAUMIERE , 2017 , 7404 , 5 ,  ,  ,  ,  , 4325317 , 1 , 2017-01-01 
 LE  PELETIER , 2017 , 9519 , 7 ,  ,  ,  ,  , 2451509 , 1 , 2017-01-01 
 LEDRU-ROLLIN , 2017 , 9915 , 8 ,  ,  ,  ,  , 3777270 , 1 , 2017-01-01 
 LES  GOBELINS , 2017 , 9343 , 7 ,  ,  ,  ,  , 3377372 , 1 , 2017-01-01 
 LES  HALLES , 2017 , 10681 , 4 ,  ,  ,  ,  , 16069170 , 1 , 2017-01-01 
 LIEGE , 2017 , 10397 , 13 ,  ,  ,  ,  , 1662452 , 1 , 2017-01-01 
 LOUIS  BLANC , 2017 , 7391 , 7 , 7bis ,  ,  ,  , 2272326 , 2 , 2017-01-01 
 LOUISE  MICHEL , 2017 , 8719 ,  ,  ,  ,  ,  ,  , 1 , 2017-01-01 
 LOURMEL , 2017 , 8489 , 8 ,  ,  ,  ,  , 2301922 , 1 , 2017-01-01 
 LOUVRE-RIVOLI , 2017 , 13305 , 1 ,  ,  ,  ,  , 2633369 , 1 , 2017-01-01 
 MABILLON , 2017 , 14146 , 10 ,  ,  ,  ,  , 1859872 , 1 , 2017-01-01 
 MADELEINE , 2017 , 11666 , 8 , 12 , 14 ,  ,  , 8473016 , 3 , 2017-01-01 
 MAIRIE  DE  MONTROUGE , 2017 , 7196 ,  ,  ,  ,  ,  ,  , 1 , 2017-01-01 
 MAISON  BLANCHE , 2017 , 7342 , 7 ,  ,  ,  ,  , 1803381 , 1 , 2017-01-01 
 MALESHERBES , 2017 , 10055 , 3 ,  ,  ,  ,  , 2406916 , 1 , 2017-01-01 
 MARAICHERS , 2017 , 7518 , 9 ,  ,  ,  ,  , 2608017 , 1 , 2017-01-01 
 MARCADET-POISSONNIERS , 2017 , 7581 , 4 , 12 ,  ,  ,  , 5973655 , 2 , 2017-01-01 
 MARX  DORMOY , 2017 , 6533 , 12 ,  ,  ,  ,  , 3359946 , 1 , 2017-01-01 
 MAUBERT-MUTUALITE , 2017 , 12652 , 10 ,  ,  ,  ,  , 2226690 , 1 , 2017-01-01 
 MENILMONTANT , 2017 , 8040 , 2 ,  ,  ,  ,  , 3943809 , 1 , 2017-01-01 
 MICHEL  BIZOT , 2017 , 7792 , 8 ,  ,  ,  ,  , 1906545 , 1 , 2017-01-01 
 MICHEL-ANGE-AUTEUIL , 2017 , 9532 , 9 , 10 ,  ,  ,  , 2042174 , 2 , 2017-01-01 
 MICHEL-ANGE-MOLITOR , 2017 , 9260 , 9 , 10 ,  ,  ,  , 2247014 , 2 , 2017-01-01 
 MIRABEAU , 2017 , 8702 , 10 ,  ,  ,  ,  , 1377611 , 1 , 2017-01-01 
 MIROMESNIL , 2017 , 12807 , 9 , 13 ,  ,  ,  , 5908201 , 2 , 2017-01-01 
 MONCEAU , 2017 , 10111 , 2 ,  ,  ,  ,  , 1672269 , 1 , 2017-01-01 
 MONTGALLET , 2017 , 8289 , 8 ,  ,  ,  ,  , 1596702 , 1 , 2017-01-01 
 MONTPARNASSE , 2017 , 9769 , 4 , 6 , 12 , 13 ,  , 29857740 , 4 , 2017-01-01 
 MOUTON-DUVERNET , 2017 , 8345 , 4 ,  ,  ,  ,  , 1583761 , 1 , 2017-01-01 
 NATION , 2017 , 8227 , 1 , 2 , 6 , 9 ,  , 8834660 , 4 , 2017-01-01 
 NATIONALE , 2017 , 7751 , 6 ,  ,  ,  ,  , 2497964 , 1 , 2017-01-01 
 NOTRE-DAME-DE-LORETTE , 2017 , 9630 , 12 ,  ,  ,  ,  , 2833104 , 1 , 2017-01-01 
 NOTRE-DAME-DES-CHAMPS , 2017 , 11610 , 12 ,  ,  ,  ,  , 2051828 , 1 , 2017-01-01 
 OBERKAMPF , 2017 , 9935 , 5 , 9 ,  ,  ,  , 4416955 , 2 , 2017-01-01 
 ODEON , 2017 , 13728 , 4 , 10 ,  ,  ,  , 5600764 , 2 , 2017-01-01 
 OLYMPIADES , 2017 , 7738 , 14 ,  ,  ,  ,  , 7912359 , 1 , 2017-01-01 
 OPERA , 2017 , 10357 , 3 , 7 , 8 ,  ,  , 10501357 , 3 , 2017-01-01 
 OURCQ , 2017 , 7105 , 5 ,  ,  ,  ,  , 3763663 , 1 , 2017-01-01 
 PALAIS  ROYAL-MUSEE  DU  LOUVRE , 2017 , 13037 , 1 , 7 ,  ,  ,  , 9592920 , 2 , 2017-01-01 
 PARMENTIER , 2017 , 8957 , 3 ,  ,  ,  ,  , 3103492 , 1 , 2017-01-01 
 PASSY , 2017 , 10153 , 6 ,  ,  ,  ,  , 3187985 , 1 , 2017-01-01 
 PASTEUR , 2017 , 9119 , 6 , 12 ,  ,  ,  , 4493457 , 2 , 2017-01-01 
 PELLEPORT , 2017 , 7227 , 3bis ,  ,  ,  ,  , 329597 , 1 , 2017-01-01 
 PERE  LACHAISE , 2017 , 8543 , 2 , 3 ,  ,  ,  , 4724592 , 2 , 2017-01-01 
 PEREIRE-LEVALLOIS , 2017 , 9580 , 3 ,  ,  ,  ,  , 4446732 , 1 , 2017-01-01 
 PERNETY , 2017 , 8755 , 13 ,  ,  ,  ,  , 3050541 , 1 , 2017-01-01 
 PHILIPPE  AUGUSTE , 2017 , 8649 , 2 ,  ,  ,  ,  , 1763562 , 1 , 2017-01-01 
 PICPUS , 2017 , 8022 , 6 ,  ,  ,  ,  , 1302314 , 1 , 2017-01-01 
 PIGALLE , 2017 , 9636 , 2 , 12 ,  ,  ,  , 5599495 , 2 , 2017-01-01 
 PLACE  D'ITALIE , 2017 , 8134 , 5 , 6 , 7 ,  ,  , 10577276 , 3 , 2017-01-01 
 PLACE  DE  CLICHY , 2017 , 9516 , 2 , 13 ,  ,  ,  , 8020440 , 2 , 2017-01-01 
 PLACE  DES  FETES , 2017 , 7481 , 7bis , 11 ,  ,  ,  , 2921564 , 2 , 2017-01-01 
 PLACE  MONGE  (JARDIN  DES  PLANTES) , 2017 , 10578 , 7 ,  ,  ,  ,  , 2828772 , 1 , 2017-01-01 
 PLAISANCE , 2017 , 8006 , 13 ,  ,  ,  ,  , 4784211 , 1 , 2017-01-01 
 POISSONNIERE , 2017 , 8979 , 7 ,  ,  ,  ,  , 3466034 , 1 , 2017-01-01 
 PONT-MARIE  (CITE  DES  ARTS) , 2017 , 12056 , 7 ,  ,  ,  ,  , 1733641 , 1 , 2017-01-01 
 PONT-NEUF  (LA  MONNAIE) , 2017 , 12404 , 7 ,  ,  ,  ,  , 1546517 , 1 , 2017-01-01 
 PORTE  D'AUTEUIL , 2017 , 10071 , 10 ,  ,  ,  ,  , 622094 , 1 , 2017-01-01 
 PORTE  D'ITALIE , 2017 , 7077 , 7 ,  ,  ,  ,  , 2363639 , 1 , 2017-01-01 
 PORTE  D'IVRY , 2017 , 6599 , 7 ,  ,  ,  ,  , 1901960 , 1 , 2017-01-01 
 PORTE  D'ORLEANS , 2017 , 8777 , 4 ,  ,  ,  ,  , 6259225 , 1 , 2017-01-01 
 PORTE  DAUPHINE , 2017 , 10244 , 2 ,  ,  ,  ,  , 2932159 , 1 , 2017-01-01 
 PORTE  DE  BAGNOLET , 2017 , 7283 , 3 ,  ,  ,  ,  , 4020800 , 1 , 2017-01-01 
 PORTE  DE  CHAMPERRET , 2017 , 9196 , 3 ,  ,  ,  ,  , 3189251 , 1 , 2017-01-01 
 PORTE  DE  CHARENTON , 2017 , 7585 , 8 ,  ,  ,  ,  , 2105924 , 1 , 2017-01-01 
 PORTE  DE  CHOISY , 2017 , 6431 , 7 ,  ,  ,  ,  , 2598026 , 1 , 2017-01-01 
 PORTE  DE  CLICHY , 2017 , 8097 , 13 ,  ,  ,  ,  , 4495978 , 1 , 2017-01-01 
 PORTE  DE  CLIGNANCOURT , 2017 , 7653 , 4 ,  ,  ,  ,  , 8393535 , 1 , 2017-01-01 
 PORTE  DE  LA  CHAPELLE , 2017 , 6290 , 12 ,  ,  ,  ,  , 2379751 , 1 , 2017-01-01 
 PORTE  DE  LA  VILLETTE , 2017 , 6672 , 7 ,  ,  ,  ,  , 4159555 , 1 , 2017-01-01 
 PORTE  DE  MONTREUIL , 2017 , 7497 , 9 ,  ,  ,  ,  , 4344016 , 1 , 2017-01-01 
 PORTE  DE  PANTIN , 2017 , 6571 , 5 ,  ,  ,  ,  , 5615256 , 1 , 2017-01-01 
 PORTE  DE  SAINT-CLOUD , 2017 , 8232 , 9 ,  ,  ,  ,  , 5174694 , 1 , 2017-01-01 
 PORTE  DE  SAINT-OUEN , 2017 , 7705 , 13 ,  ,  ,  ,  , 3761155 , 1 , 2017-01-01 
 PORTE  DE  VANVES , 2017 , 7753 , 13 ,  ,  ,  ,  , 4660158 , 1 , 2017-01-01 
 PORTE  DE  VERSAILLES , 2017 , 7944 , 12 ,  ,  ,  ,  , 5823995 , 1 , 2017-01-01 
 PORTE  DE  VINCENNES , 2017 , 7511 , 1 ,  ,  ,  ,  , 7633984 , 1 , 2017-01-01 
 PORTE  DES  LILAS , 2017 , 6450 , 3bis , 11 ,  ,  ,  , 3439385 , 2 , 2017-01-01 
 PORTE  DOREE , 2017 , 7667 , 8 ,  ,  ,  ,  , 2763236 , 1 , 2017-01-01 
 PORTE  MAILLOT , 2017 , 9510 , 1 ,  ,  ,  ,  , 8226552 , 1 , 2017-01-01 
 PRE  SAINT-GERVAIS , 2017 , 6496 , 7bis ,  ,  ,  ,  , 386948 , 1 , 2017-01-01 
 PYRAMIDES , 2017 , 12736 , 7 , 14 ,  ,  ,  , 6069724 , 2 , 2017-01-01 
 PYRENEES , 2017 , 7529 , 11 ,  ,  ,  ,  , 2920049 , 1 , 2017-01-01 
 QUAI  DE  LA  GARE , 2017 , 8116 , 6 ,  ,  ,  ,  , 3033927 , 1 , 2017-01-01 
 QUAI  DE  LA  RAPEE , 2017 , 8098 , 5 ,  ,  ,  ,  , 1155002 , 1 , 2017-01-01 
 QUATRE  SEPTEMBRE , 2017 , 10761 , 3 ,  ,  ,  ,  , 1997741 , 1 , 2017-01-01 
 RAMBUTEAU , 2017 , 11889 , 11 ,  ,  ,  ,  , 3219510 , 1 , 2017-01-01 
 RANELAGH , 2017 , 9474 , 9 ,  ,  ,  ,  , 2314539 , 1 , 2017-01-01 
 RASPAIL , 2017 , 9445 , 4 , 6 ,  ,  ,  , 1887146 , 2 , 2017-01-01 
 REAUMUR-SEBASTOPOL , 2017 , 9729 , 3 , 4 ,  ,  ,  , 5291106 , 2 , 2017-01-01 
 RENNES , 2017 , 12405 , 12 ,  ,  ,  ,  , 1181641 , 1 , 2017-01-01 
 REPUBLIQUE , 2017 , 9552 , 3 , 5 , 8 , 9 , 11 , 16596521 , 5 , 2017-01-01 
 REUILLY-DIDEROT , 2017 , 8459 , 1 , 8 ,  ,  ,  , 6328040 , 2 , 2017-01-01 
 RICHARD  LENOIR , 2017 , 9926 , 5 ,  ,  ,  ,  , 2422197 , 1 , 2017-01-01 
 RICHELIEU-DROUOT , 2017 , 9769 , 8 , 9 ,  ,  ,  , 5014491 , 2 , 2017-01-01 
 RIQUET , 2017 , 6672 , 7 ,  ,  ,  ,  , 2312581 , 1 , 2017-01-01 
 ROME , 2017 , 9817 , 2 ,  ,  ,  ,  , 2753714 , 1 , 2017-01-01 
 RUE  DE  LA  POMPE  (AVENUE  GEORGES  MANDEL) , 2017 , 10362 , 9 ,  ,  ,  ,  , 3004505 , 1 , 2017-01-01 
 RUE  DES  BOULETS , 2017 , 8467 , 9 ,  ,  ,  ,  , 2583609 , 1 , 2017-01-01 
 RUE  DU  BAC , 2017 , 14990 , 12 ,  ,  ,  ,  , 2304665 , 1 , 2017-01-01 
 SAINT-AMBROISE , 2017 , 9119 , 9 ,  ,  ,  ,  , 2977955 , 1 , 2017-01-01 
 SAINT-AUGUSTIN , 2017 , 10647 , 9 ,  ,  ,  ,  , 3052723 , 1 , 2017-01-01 
 SAINT-FARGEAU , 2017 , 6929 , 3bis ,  ,  ,  ,  , 716699 , 1 , 2017-01-01 
 SAINT-FRANCOIS-XAVIER , 2017 , 11758 , 13 ,  ,  ,  ,  , 1701996 , 1 , 2017-01-01 
 SAINT-GEORGES , 2017 , 9703 , 12 ,  ,  ,  ,  , 1135274 , 1 , 2017-01-01 
 SAINT-GERMAIN-DES-PRES , 2017 , 14205 , 4 ,  ,  ,  ,  , 3866889 , 1 , 2017-01-01 
 SAINT-JACQUES , 2017 , 8646 , 6 ,  ,  ,  ,  , 1954772 , 1 , 2017-01-01 
 SAINT-LAZARE , 2017 , 11074 , 3 , 9 , 12 , 13 , 14 , 46923920 , 5 , 2017-01-01 
 SAINT-MANDE , 2017 , 6478 ,  ,  ,  ,  ,  ,  , 1 , 2017-01-01 
 SAINT-MARCEL , 2017 , 9190 , 5 ,  ,  ,  ,  , 2131369 , 1 , 2017-01-01 
 SAINT-MAUR , 2017 , 8512 , 3 ,  ,  ,  ,  , 2924501 , 1 , 2017-01-01 
 SAINT-MICHEL , 2017 , 13302 , 4 ,  ,  ,  ,  , 6286034 , 1 , 2017-01-01 
 SAINT-PAUL  (LE  MARAIS) , 2017 , 9934 , 1 ,  ,  ,  ,  , 6502842 , 1 , 2017-01-01 
